,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
1365,s1366,TV Show,Zig & Sharko,Unknown,unknown,France,2021-02-01,2019.0,TV-Y7,2 Seasons,"Kids' TV, TV Comedies","Zig, an island-bound hyena, will do anything to get his paws on Marina the mermaid, but her devoted pal Sharko always comes to her rescue in time."
1366,s1367,Movie,Fatima,Marco Pontecorvo,"joaquim de almeida, goran visnjic, stephanie gil, alejandra howard, jorge lamelas, lúcia moniz, marco d'almeida, joana ribeiro, carla chambel, elmano sancho, harvey keitel, sonia braga","Portugal, United States",2021-01-31,2020.0,PG-13,113 min,"Dramas, Faith & Spirituality","In 1917 Portugal, visions of the Virgin Mary come to three children whose message of faith raises doubts in their family and angers authorities."
1367,s1368,Movie,Hell Fest,Gregory Plotkin,"amy forsyth, reign edwards, bex taylor-klaus, tony todd, christian james, matt mercurio, michael tourek, courtney dietz, stephen conroy",United States,2021-01-31,2018.0,R,89 min,Horror Movies,"A serial killer picks off a group of friends, one by one, as they make their way through a hell-themed amusement park."
1368,s1369,Movie,Below Zero,Lluís Quílez,"javier gutiérrez, karra elejalde, luis callejo, andrés gertrúdix, isak ferriz, édgar vittorino, miquel gelabert, florin opritescu, àlex monner, patrick criado",Spain,2021-01-29,2021.0,TV-MA,107 min,"Action & Adventure, International Movies","When a prisoner transfer van is attacked, the cop in charge must fight those inside and outside while dealing with a silent foe: the icy temperatures."
1369,s1370,Movie,Finding ‘Ohana,Jude Weng,"kea peahu, alex aiono, lindsay watson, owen vaccaro, kelly hu, branscombe richmond, ke huy quan, brad kalilimoku, chris parnell, marc evan jackson, ricky garcia",United States,2021-01-29,2021.0,PG,123 min,"Children & Family Movies, Comedies","In Oʻahu for the summer, two siblings from Brooklyn connect with their Hawaiian heritage — and their family — on a daring quest for long-lost treasure."
1370,s1371,Movie,The Dig,Simon Stone,"carey mulligan, ralph fiennes, lily james, johnny flynn, ben chaplin, ken stott",United Kingdom,2021-01-29,2021.0,PG-13,113 min,"Dramas, International Movies","On the eve of World War II, a British widow hires a self-taught archaeologist to dig up mysterious formations on her land, leading to a staggering find."
1371,s1372,TV Show,We Are: The Brooklyn Saints,Unknown,unknown,United States,2021-01-29,2021.0,TV-14,1 Season,Docuseries,A Brooklyn youth football program and its selfless coaches provide a safe haven for kids to compete and learn lessons that will take them far in life.
1372,s1373,Movie,June & Kopi,Noviandra Santosa,"acha septriasa, ryan delon, makayla rose hilli, tj",Indonesia,2021-01-28,2021.0,TV-PG,90 min,"Children & Family Movies, Dramas, International Movies","A street dog is taken in by a young couple, and the family pit becomes an instant accomplice as she adjusts to her new, loving home."
1373,s1374,TV Show,50M2,Unknown,"engin öztürk, kürşat alnıaçık, cengiz bozkurt, aybüke pusat, tolga tekin, özgür emre yıldırım, yiğit kirazcı",Turkey,2021-01-27,2021.0,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Thrillers","Seeking to uncover the truth about his past, a henchman betrays someone close to him and assumes a new identity in a small Istanbul neighborhood."
1374,s1375,Movie,Accomplice,Jeremy Grant,"kurt sorge, tom van steenbergen, cameron zink, graham agassiz, tyler mccaul, cameron mccaul, ethan nell, hannah bergemann, carson storch, brandon semenuk, veronique sandler, nico vink, garett buehler, jaxson riddle, andreu lacondeguy, paul genovese, paul basagoitia",United States,2021-01-27,2021.0,TV-14,52 min,"Documentaries, International Movies, Sports Movies",Traverse the globe with the world's top riders as they pedal through rugged terrain and majestic locations in this visual homage to the bicycle.
1375,s1376,TV Show,BONDING,Unknown,"zoe levin, brendan scannell, micah stock, theo stockman, alex hurt, d'arcy carden, gabrielle ryan, charles gould",United States,2021-01-27,2021.0,TV-MA,2 Seasons,"TV Comedies, TV Dramas",A New York City grad student moonlighting as a dominatrix enlists her gay BFF from high school to be her assistant.
1376,s1377,Movie,Kilometers and Kilometers,Jeo Baby,"tovino thomas, india jarvis, joju george, sidhartha siva, basil joseph, sudheesh, parvathi t, pauly valsan",India,2021-01-27,2020.0,TV-MA,127 min,"Comedies, Dramas, Independent Movies","When a debt-ridden man reluctantly agrees to drive an American tourist around India, their stark differences lead to bickering… and unexpected bonding."
1377,s1378,TV Show,Outlander,Unknown,"caitriona balfe, sam heughan, tobias menzies, gary lewis, graham mctavish, lotte verbeek, duncan lacroix, laura donnelly, bill paterson, stephen walters, grant o'rourke, simon callow, richard rankin, sophie skelton, david berry, romann berrux, ed speleers, maria doyle kennedy, tim downie",United States,2021-01-27,2018.0,TV-MA,4 Seasons,"Romantic TV Shows, TV Action & Adventure, TV Dramas",This epic tale adapted from Diana Gabaldon's popular series of fantasy-romance novels focuses on the drama of two time-crossed lovers.
1378,s1379,Movie,Penguin Bloom,Glendyn Ivin,"naomi watts, andrew lincoln, jacki weaver, griffin murray-johnston, rachel house, leeanna walsman, lisa hensley, felix cameron, abe clifford-barr","Australia, United States",2021-01-27,2021.0,TV-14,95 min,"Children & Family Movies, Dramas","As a mom copes with the aftermath of a harrowing accident, she finds inspiration from an injured magpie taken in by her family. Based on a true story."
1379,s1380,Movie,Black Rose,Okey Oku,"blossom chukwujekwu, ebele okaro, lilian echelon, betty bellor, swanky jka",Nigeria,2021-01-26,2018.0,TV-14,121 min,"Dramas, International Movies","Struggling in poverty with her single mother and siblings, a principled young woman meets the man of her dreams but soon finds he's keeping secrets."
1380,s1381,TV Show,Go Dog Go,Unknown,"michela luci, callum shoniker, lyon smith, tajja isen, anand rajaram, david berni, linda ballantyne, joshua graham, patrick mckenna, judy marshak, martin roach, katie griffin","United States, United Kingdom",2021-01-26,2021.0,TV-Y,1 Season,Kids' TV,"Handy and inventive pup Tag chases adventure with her best pal, Scooch, solving problems and helping the citizens of Pawston along the way."
1381,s1382,Movie,Hire a Woman,Ifeanyi Ikpoenyi,"alexx ekubo, nancy isime, mike godson, belinda effah, ifu ennada, uzor arukwe, uche nwaefuna, erica nlewedim",Unknown,2021-01-26,2019.0,TV-14,108 min,"Comedies, International Movies, Romantic Movies",An uptight man attempts to make his ex-girlfriend jealous when he pays his co-worker to act as his lover at a university reunion.
1382,s1383,Movie,She Is,Chris Eneng Enaji,"somkele iyamah, ime bishop umoh, chiwetalu agu, chigul, desmond elliot, segun arinze, alibaba akporobome, frank donga, omawumi, uzor arukwe, blessing onwukwe, amaka iruobe, waje",Unknown,2021-01-26,2019.0,TV-PG,102 min,"Dramas, International Movies, Romantic Movies","Under pressure from her family and friends to settle down, a successful and single woman searches for the right partner, refusing to settle for less."
1383,s1384,TV Show,Blown Away,Unknown,unknown,Canada,2021-01-22,2021.0,TV-14,2 Seasons,"International TV Shows, Reality TV","Ten master artists turn up the heat in glassblowing sculpture challenges for the chance to win $60,000 in prizes and the title of champion."
1384,s1385,TV Show,Busted!,Unknown,"yoo jae-suk, ahn jae-wook, kim jong-min, lee kwang-soo, park min-young, sehun, kim se-jeong",South Korea,2021-01-22,2021.0,TV-14,3 Seasons,"Crime TV Shows, International TV Shows, Korean TV Shows","Tackling different mysteries in each episode of this game show, seven sleuths get closer to solving the biggest one of all: What happened to Project D?"
1385,s1386,TV Show,Demon Slayer: Kimetsu no Yaiba,Unknown,"natsuki hanae, akari kito, hiro shimono, yoshitsugu matsuoka, takahiro sakurai, hochu otsuka, yuki kaji, ai kakuma, nobuhiko okamoto, toshiyuki morikawa, aoi yuki, shiori izawa, daisuke namikawa, takumi yamazaki, hikaru midorikawa, takehito koyasu",Japan,2021-01-22,2019.0,TV-14,1 Season,"Anime Series, International TV Shows","After a demon attack leaves his family slain and his sister cursed, Tanjiro embarks upon a perilous journey to find a cure and avenge those he's lost."
1386,s1387,Movie,So My Grandma’s a Lesbian!,Ángeles Reiné,"rosa maría sardà, verónica forqué, ingrid garcía jonsson, david verdaguer, candela peña, mónica lópez, pol monen, alex o'dogherty, leander vyvey, liz lobato","Portugal, Spain",2021-01-22,2020.0,TV-MA,95 min,"Comedies, International Movies, LGBTQ Movies","Two women in their 70s decide to come out to their families and get married, sparking chaos — and threatening a granddaughter's engagement."
1387,s1388,Movie,The Next Three Days,Paul Haggis,"russell crowe, elizabeth banks, brian dennehy, lennie james, olivia wilde, ty simpkins, helen carey, liam neeson, daniel stern, kevin corrigan","United States, France",2021-01-22,2010.0,PG-13,133 min,"Dramas, Thrillers","When his wife becomes a murder suspect and is sent to prison, a professor plots a meticulous plan to take back her freedom and reunite his family."
1388,s1389,Movie,The White Tiger,Ramin Bahrani,"adarsh gourav, rajkummar rao, priyanka chopra jonas, mahesh manjrekar, vijay maurya","India, United States",2021-01-22,2021.0,R,127 min,Dramas,The ambitious driver for a rich Indian family uses his wit and cunning to escape from poverty and become an entrepreneur. Based on the bestselling novel.
1389,s1390,Movie,Friendsgiving,Nicol Paone,"malin akerman, kat dennings, aisha tyler, jane seymour, jack donnelly, chelsea peretti, christine taylor, ryan hansen, deon cole, wanda sykes",United States,2021-01-21,2020.0,R,95 min,Comedies,A quiet holiday dinner among friends turns into a chaotic night of illicit activity and compromising situations when uninvited guests crash the party.
1390,s1391,Movie,The Shadow of Violence,Nick Rowland,"cosmo jarvis, barry keoghan, niamh algar, ned dennehy, kiljan tyr moroney, david wilmot, brid brennan, simone kirby, anthony welsh","United Kingdom, Ireland",2021-01-21,2020.0,R,101 min,Dramas,"As he reconciles with his ex and their son, an enforcer for a crime family gets an order that tests his loyalty and endangers everyone he holds dear."
1391,s1392,Movie,Cut Throat City,RZA,"shameik moore, demetrius shipp jr., denzel whitaker, keean johnson, kat graham, t.i., terrence howard, rob morgan, eiza gonzález, ethan hawke, wesley snipes",United States,2021-01-20,2020.0,R,123 min,Dramas,"Bereft of opportunities in the aftermath of Hurricane Katrina, a young man and his close friends turn to a life of crime in the 9th Ward of New Orleans."
1392,s1393,TV Show,Daughter From Another Mother,Unknown,"ludwika paleta, paulina goto, martín altomaro, liz gallardo, javier ponce, oka giner, zaide silvia gutiérrez, dalexa meneses, emilio beltrán ulrich, fernando memije, elena del río, christian chávez",Mexico,2021-01-20,2021.0,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies","After realizing their babies were exchanged at birth, two women develop a plan to adjust to their new lives: creating a single —and peculiar— family."
1393,s1394,Movie,Sightless,Cooper Karl,"madelaine petsch, alexander koch, december ensminger, lee jones",United States,2021-01-20,2020.0,TV-14,89 min,Thrillers,A former violinist grows suspicious of the new people in her life and their alarming behavior as she recovers from an assault that left her blind.
1394,s1395,TV Show,Spycraft,Unknown,unknown,United States,2021-01-20,2021.0,TV-MA,1 Season,"Docuseries, Science & Nature TV","The spy game is a serious business, and throughout history, the tools and technologies developed for it have mattered as much as the spies themselves."
1395,s1396,TV Show,Hello Ninja,Unknown,"lukas engel, zoey siewert, sam vincent, mayumi yoshida",United States,2021-01-19,2021.0,TV-Y,4 Seasons,Kids' TV,"BFFs Wesley and Georgie and their silly cat sidekick Pretzel transform into ninjas and enter a magic world, where they solve problems and save the day."
1396,s1397,Movie,Homefront,Gary Fleder,"jason statham, james franco, izabela vidovic, kate bosworth, marcus hester, clancy brown, winona ryder, omar benson miller, rachelle lefevre, frank grillo, chuck zito, pruitt taylor vince",United States,2021-01-18,2013.0,R,100 min,Action & Adventure,"When an ex-DEA agent is widowed, he moves with his young daughter to a small town, but his quiet life is shattered by a meth-making drug trafficker."
1397,s1398,Movie,A Monster Calls,J.A. Bayona,"lewis macdougall, sigourney weaver, felicity jones, liam neeson, toby kebbell, ben moor, james melville, oliver steer, dominic boyle, geraldine chaplin, jennifer lim","United Kingdom, Spain, United States",2021-01-16,2016.0,PG-13,108 min,"Dramas, Sci-Fi & Fantasy","Overwhelmed by his mother’s illness, a young boy begins to understand human complexity through the fantastic tales of a consoling tree monster."
1398,s1399,Movie,Death of Me,Darren Lynn Bousman,"maggie q, luke hemsworth, alex essoe, ingkarat jaraswongkosol, kelly b. jones, caledonia burr","United States, Thailand",2021-01-16,2020.0,R,94 min,Horror Movies,"With no memory of the previous night, a vacationing couple uncovers a disturbing personal video that inexplicably shows one of them killing the other."
1399,s1400,Movie,Radium Girls,"Lydia Dean Pilcher, Ginny Mohler","joey king, abby quinn, cara seymour, scott shepherd, susan heyward, neal huff, collin kelly-sordelet, john bedford lloyd, joe grifasi, colby minifie",United States,2021-01-16,2018.0,TV-14,103 min,"Dramas, Independent Movies","When the women at a radium factory begin to fall gravely and inexplicably ill, Bessie and her co-workers set out to expose a corporate cover-up."
1400,s1401,TV Show,Bling Empire,Unknown,unknown,United States,2021-01-15,2021.0,TV-MA,1 Season,Reality TV,"Follow LA's wildly wealthy Asian and Asian American fun seekers as they go all out with fabulous parties, glamour and drama in this reality series."
1401,s1402,TV Show,Carmen Sandiego,Unknown,"gina rodriguez, finn wolfhard, abby trott, michael hawley, michael goldsmith, kari wahlgren, sharon muthu, liam o'brien, rafael petardi, charlet chung",United States,2021-01-15,2021.0,TV-Y7,4 Seasons,"Kids' TV, TV Thrillers","A master thief who uses her skills for good, Carmen Sandiego travels the world foiling V.I.L.E.'s evil plans – with help from her savvy sidekicks."
1402,s1403,TV Show,Disenchantment,Unknown,"abbi jacobson, eric andré, nat faxon, john dimaggio, tress macneille, matt berry, david herman, maurice lamarche, lucy montgomery, billy west",United States,2021-01-15,2021.0,TV-14,3 Seasons,"TV Action & Adventure, TV Comedies, TV Sci-Fi & Fantasy","Princess duties call, but she'd rather be drinking. Free-spirited Bean exasperates the king as she wreaks havoc with her demon and elf pals."
1403,s1404,Movie,Double Dad,Cris D'Amato,"maisa silva, eduardo moscovis, marcelo médici, laila zaid, pedro ottoni, rayana diniz, caio vegatti, fafá de belém, thaynara og, roberto bonfim",Brazil,2021-01-15,2020.0,TV-G,105 min,"Children & Family Movies, Comedies, Dramas","While her mom is away, a teen sneaks out of the hippie commune where she lives and embarks on a life-changing adventure to discover who her father is."
1404,s1405,TV Show,Henry Danger,Unknown,"jace norman, cooper barnes, riele downs, sean ryan fox, ella anderson, michael d. cohen",United States,2021-01-15,2016.0,TV-G,3 Seasons,"Kids' TV, TV Comedies","A new part-time job forces Henry Hart to balance two lives, one as a typical teenager and the other as secret superhero sidekick Kid Danger."
1405,s1406,Movie,Outside the Wire,Mikael Håfström,"anthony mackie, damson idris, emily beecham, michael kelly, pilou asbæk","Hungary, United States",2021-01-15,2021.0,R,116 min,Action & Adventure,"In the near future, a drone pilot sent into a war zone finds himself paired with a top-secret android officer on a mission to stop a nuclear attack."
1406,s1407,Movie,Penguins of Madagascar: The Movie,"Eric Darnell, Simon J. Smith","tom mcgrath, christopher knights, chris miller, conrad vernon, john malkovich, benedict cumberbatch, ken jeong, annet mahendru, peter stormare",United States,2021-01-15,2014.0,PG,92 min,"Children & Family Movies, Comedies","Elite penguin spies Skipper, Kowalski, Rico and Private join forces with the suave agents of the North Wind to defeat power-mad genius Octavius Brine."
1407,s1408,Movie,Pinkfong & Baby Shark's Space Adventure,Byeon Hee-sun,"jo kyoung-i, kim seo-yeong, kim eun-ah, jeong jae-heon","United States, South Korea",2021-01-15,2019.0,TV-Y,65 min,Children & Family Movies,"Joined by new friends from other planets, Pinkfong and Baby Shark explore outer space and search for missing star pieces to return home."
1408,s1409,TV Show,The Magicians,Unknown,"jason ralph, arjun gupta, hale appleman, stella maeve, summer bishil, olivia taylor dudley, jade tailor, rick worthy, mackenzie astin, kacey rohl, charles mesure, keegan connor tracy, trevor einhorn","United States, Canada",2021-01-15,2020.0,TV-MA,5 Seasons,"TV Dramas, TV Sci-Fi & Fantasy","When grad student Quentin Coldwater enters a college specializing in magic, he learns that the mythic fantasy world he once read about is very real."
1409,s1410,Movie,The Vanished,Peter Facinelli,"thomas jane, anne heche, jason patric, john d. hickman, peter facinelli, alex haydon, aleksei archer, kristopher wente",United States,2021-01-15,2020.0,R,115 min,Thrillers,"When their daughter disappears during a family vacation, two terrified parents launch their own investigation that soon exposes local secrets."
1410,s1411,Movie,Tribhanga - Tedhi Medhi Crazy,Renuka Shahane,"kajol, tanvi azmi, mithila palkar, kunaal roy kapur, vaibhav tatwawaadi, kanwaljeet singh, manav gohil, shweta mehendale",India,2021-01-15,2021.0,TV-MA,96 min,"Dramas, International Movies","When her estranged mother falls into a coma, a self-made single mom grapples with regret and resentment while reflecting on their strained relationship."
1411,s1412,Movie,What Would Sophia Loren Do?,Ross Kauffman,"nancy ""vincenza careri"" kulik, sophia loren",United States,2021-01-15,2021.0,TV-14,32 min,Documentaries,"In this delightful short documentary, an Italian American grandmother and film buff finds strength and joy in the life of her screen idol, Sophia Loren."
1412,s1413,Movie,Wish You,Sung Do-jun,"kang in-soo, lee sang, soo-bin",South Korea,2021-01-15,2021.0,TV-PG,102 min,"Dramas, International Movies, LGBTQ Movies","Singing and dreaming together, a talented singer-songwriter and a same-aged keyboardist add harmony and love to each other’s lives."
1413,s1414,Movie,Tanda Tanya,Hanung Bramantyo,"reza rahadian, revalina s. temat, rio dewanto, agus kuncoro adi, endhita, hengky solaiman, edmay solaiman, dedi soetomo, m ibrahim",Indonesia,2021-01-14,2011.0,TV-MA,102 min,"Dramas, International Movies","In a story of interconnected lives, three families of different religious faiths navigate conflicting beliefs, hardships and other struggles."
1414,s1415,Movie,The Heartbreak Club,"Charles Gozali, Bagus Bramanti","bhisma mulia, denira wiraguna, didi kempot, sisca jkt48, erick estrada, asri welas, mo sidik, emil kusumo, dede satria, rezca syam",Indonesia,2021-01-14,2020.0,TV-14,101 min,"Comedies, Dramas, International Movies","Coping with heartbreak, the shy owner of a floundering cafe finds solace in the Javanese love songs of Didi Kempot."
1415,s1416,Movie,An Imperfect Murder,James Toback,"sienna miller, alec baldwin, charles grodin, colleen camp, john buffalo mailer, nick mathews, steven prescod, oliver ""power"" grant, james toback",United States,2021-01-13,2017.0,R,71 min,"Dramas, Thrillers","Haunted by a nightmare involving her abusive ex-boyfriend, an actress begins to question her reality and whether the incident took place."
1416,s1417,TV Show,Night Stalker: The Hunt for a Serial Killer,Tiller Russell,unknown,United States,2021-01-13,2021.0,TV-MA,1 Season,"Crime TV Shows, Docuseries","Beneath the sunlit glamour of 1985 LA lurks a relentlessly evil serial killer. In this true-crime story, two detectives won't rest until they catch him."
1417,s1418,Movie,Al acecho,Francisco D'Eufemia,"rodrigo de la serna, belen blanco, walter jakob, facundo aquinos, patricia calisaya",Argentina,2021-01-12,2019.0,TV-MA,81 min,"International Movies, Thrillers","Looking for a fresh start, a park ranger gets a new assignment. When he discovers a network of poachers, survival depends on his lethal instincts."
1418,s1419,Movie,Chris Rock Total Blackout: The Tamborine Extended Cut,Chris Rock,chris rock,Unknown,2021-01-12,2021.0,TV-MA,98 min,Stand-Up Comedy,"In this extended cut of his 2018 special, Chris Rock takes the stage for a special filled with searing observations on fatherhood, infidelity and politics."
1419,s1420,TV Show,Last Tango in Halifax,Juliet May,"derek jacobi, anne reid, sarah lancashire, nicola walker, edward ashley, louis greatorex, josh bolt",United Kingdom,2021-01-12,2020.0,TV-MA,4 Seasons,"British TV Shows, Romantic TV Shows, TV Dramas",Two widowed childhood sweethearts fall for each other all over again when they are reunited over the Internet after nearly 60 years.
1420,s1421,Movie,"Crack: Cocaine, Corruption & Conspiracy",Stanley Nelson,unknown,United States,2021-01-11,2021.0,TV-MA,90 min,Documentaries,"A cheap, powerful drug emerges during a recession, igniting a moral panic fueled by racism. Explore the complex history of crack in the 1980s."
1421,s1422,Movie,The Intouchables,"Olivier Nakache, Éric Toledano","françois cluzet, omar sy, anne le ny, audrey fleurot, joséphine de meaux, clotilde mollet, alba gaïa kraghede bellugi, cyril mendy",France,2021-01-11,2011.0,R,112 min,"Comedies, Dramas, International Movies","In need of a caregiver, a wealthy aristocrat with quadriplegia hires the last person anyone expects: an ex-con with no experience. Based on a true story."
1422,s1423,Movie,Apaharan,Prakash Jha,"ajay devgn, nana patekar, bipasha basu, ayub khan, mohan agashe, mukesh tiwari, yashpal sharma, anoop soni, chetan pandit",India,2021-01-08,2005.0,TV-14,161 min,"Dramas, International Movies","Raised under the condescending eye of his activist father, an underachieving loafer is lured into the local kingpin’s web of corruption and kidnapping."
1423,s1424,Movie,BluffMaster!,Rohan Sippy,"abhishek bachchan, priyanka chopra, riteish deshmukh, boman irani, nana patekar, sanjay mishra, tinnu anand, hussain shaikh",India,2021-01-08,2005.0,TV-14,129 min,"Comedies, International Movies, Romantic Movies","When his girlfriend learns the truth about his murky past, a con artist is forced to examine his choices and get to the root of his real identity."
1424,s1425,Movie,Charming,Ross Venokur,"wilmer valderrama, demi lovato, sia, nia vardalos, ashley tisdale, avril lavigne, g.e.m., john cleese, chris harrison, dee bradley baker, carlos alazraqui","Canada, United States, Cayman Islands",2021-01-08,2021.0,TV-Y7,85 min,"Children & Family Movies, Comedies","On the eve of his 21st birthday, an adored prince must find his one, true soulmate before a spell takes away all love from his kingdom."
1425,s1426,Movie,Creating The Queen's Gambit,Unknown,unknown,United States,2021-01-08,2021.0,TV-14,14 min,Documentaries,"A fascinating character. Exquisite sets. A wig for every era. The stars, creators and crew reveal how the hit series about a chess prodigy came to life."
1426,s1427,Movie,Gangaajal,Prakash Jha,"ajay devgn, gracy singh, mohan agashe, mohan joshi, ayub khan, akhilendra mishra, mukesh tiwari, yashpal sharma, brij gopal, anita kanwal",India,2021-01-08,2003.0,TV-MA,148 min,"Dramas, International Movies","Posted to a small, crime-ridden town, a cop soon learns that cleaning up the system also means confronting the corruption among police and politicians."
1427,s1428,TV Show,Inside the World’s Toughest Prisons,Unknown,paul connolly,United Kingdom,2021-01-08,2021.0,TV-MA,5 Seasons,"British TV Shows, Crime TV Shows, Docuseries","Investigative journalist Paul Connolly becomes a voluntary inmate in the world's most volatile prisons, where intimidation and brutality rule."
1428,s1429,Movie,Is Love Enough? Sir,Rohena Gera,"tillotama shome, vivek gomber, geetanjali kulkarni, rahul vohra, divya seth, chandrachoor rai, dilnaz irani, bhagyashree pandit, anupriya goenka, rashi mal","India, France",2021-01-08,2018.0,TV-MA,99 min,"Dramas, Independent Movies, International Movies","A young widow is hired as the domestic helper for a wealthy architect, but social divides come to the fore as an unlikely attraction grows between them."
1429,s1430,TV Show,Mighty Little Bheem: Kite Festival,Unknown,"sumruddhi shukla, aranya kaur, nishka raheja",India,2021-01-08,2021.0,TV-Y,1 Season,"Kids' TV, TV Comedies","With winter behind them, Bheem and his townspeople usher in a sunny new season in all their favorite ways during the Makar Sankranti festival."
1430,s1431,TV Show,Pretend It’s a City,Unknown,fran lebowitz,United States,2021-01-08,2021.0,TV-14,1 Season,Docuseries,"Wander the New York City streets and fascinating mind of wry writer, humorist and raconteur Fran Lebowitz as she sits down with Martin Scorsese."
1431,s1432,Movie,Stuck Apart,Unknown,"engin günaydın, haluk bilginer, binnur kaya, öner erkan, i̇rem sak, fatih artman, gülçin santırcıoğlu, i̇lker aksum, hülya duyar, göktuğ yıldırım, helin kandemir",Turkey,2021-01-08,2021.0,TV-MA,97 min,"Comedies, Dramas, International Movies","Entrenched in a midlife crisis, Aziz seeks solace from his mundane job, lonesome friends and rowdy family while pretending to have his act together."
1432,s1433,TV Show,The Idhun Chronicles,Maite Ruiz De Austri,"michelle jenner, itzan escamilla, sergio mur, nico romero, carlos cuevas",Spain,2021-01-08,2021.0,TV-14,2 Seasons,"Anime Series, International TV Shows, Spanish-Language TV Shows","A boy suddenly orphaned fights his parents' killer to save a planet, and discovers a new world of danger — and wonder."
1433,s1434,Movie,100% Halal,Jastis Arimba,"anisa rahma, ariyo wahab, anandito dwis, fitria rasyidi, arafah rianti, kinaryosih",Indonesia,2021-01-07,2020.0,TV-14,101 min,"Dramas, International Movies","After high school, a young woman marries the man of her father's choice but soon faces the possibility that her religion considers the union invalid."
1434,s1435,Movie,Leap!,"Eric Summer, Éric Warin","bronwen mantel, mel brooks, maddie ziegler, dane dehaan, julie khaner, elle fanning, terrence scammell, tamir kapelian, carly rae jepsen","France, Canada",2021-01-07,2016.0,PG,89 min,"Children & Family Movies, Comedies","Félicie and Victor, two young friends in 1880s France, escape from an orphanage to pursue their dreams in Paris, the glittering City of Lights."
1435,s1436,Movie,Pieces of a Woman,Kornél Mundruczó,"vanessa kirby, shia labeouf, ellen burstyn, molly parker, sarah snook, iliza shlesinger, benny safdie, jimmie fails","Canada, Hungary, United States",2021-01-07,2020.0,R,128 min,Dramas,"A heartbreaking home birth leaves a woman grappling with the profound emotional fallout, isolated from her partner and family by a chasm of grief."
1436,s1437,Movie,Ratones Paranoicos: The Band that Rocked Argentina,"Alejandro Ruax, Ramiro Martínez","juan sebastián gutiérrez, pablo cano, pablo memi, roy quiroga",Unknown,2021-01-06,2021.0,TV-MA,76 min,"Documentaries, International Movies, Music & Musicals","The irrepressible Ratones Paranoicos, Argentina's most enduring rock band, are featured in vintage concert and backstage footage as their story's told."
1437,s1438,TV Show,Surviving Death,Unknown,unknown,United States,2021-01-06,2021.0,TV-MA,1 Season,"Docuseries, Reality TV","What happens after we die? This docuseries explores personal stories and research on near-death experiences, reincarnation and paranormal phenomena."
1438,s1439,Movie,Tony Parker: The Final Shot,Florent Bodin,tony parker,France,2021-01-06,2020.0,TV-14,99 min,"Documentaries, International Movies, Sports Movies","This film examines the background and career of Tony Parker, whose determination led him to become arguably the greatest French basketball player."
1439,s1440,TV Show,History of Swear Words,Unknown,nicolas cage,United States,2021-01-05,2021.0,TV-MA,1 Season,"Docuseries, TV Comedies","Nicolas Cage hosts this proudly profane, funny and engagingly educational series about the history and impact of the most notorious English swear words."
1440,s1441,TV Show,Nailed It! Mexico,Unknown,"omar chaparro, anna ruiz","Mexico, United States",2021-01-05,2021.0,TV-PG,3 Seasons,"International TV Shows, Reality TV, Spanish-Language TV Shows","The fun, fondant and hilarious cake fails head to Mexico, where very amateur bakers compete to re-create elaborate sweet treats for a cash prize."
1441,s1442,Movie,Hello Brother,Sohail Khan,"salman khan, arbaaz khan, rani mukerji, johny lever, neeraj vora, shakti kapoor, razak khan, sulabha arya",India,2021-01-04,1999.0,TV-14,126 min,"Action & Adventure, Comedies, International Movies","After receiving a heart transplant from a murdered man, a cop is followed around by the victim’s ghost, who won’t rest until his death has been avenged."
1442,s1443,TV Show,Korean Pork Belly Rhapsody,Unknown,paik jong-won,Unknown,2021-01-04,2020.0,TV-G,1 Season,"Docuseries, International TV Shows",A love letter to pork belly — a perennial favorite among Koreans of every generation — unfolds with an exploration of its history and cooking methods.
1443,s1444,TV Show,QB1: Beyond the Lights,Unknown,unknown,United States,2021-01-04,2019.0,TV-14,1 Season,Docuseries,This riveting series follows three star high school quarterbacks as they play their final season before moving on to Division I college football.
1444,s1445,Movie,Playing for Keeps,Gabriele Muccino,"gerard butler, jessica biel, catherine zeta-jones, dennis quaid, uma thurman, judy greer, noah lomax, james tupper, abella wyss, grant goodman",United States,2021-01-03,2012.0,PG-13,106 min,"Comedies, Romantic Movies, Sports Movies","A washed-up, former soccer star attempts to rebuild his relationship with his son and ex-wife by coaching his son's soccer team."
1445,s1446,Movie,Asphalt Burning,Hallvard Bræin,"anders baasmo, kathrine thorborg johansen, ida husøy, otto jespersen, sven nordin, trond halbo, alexandra maria lara, wenche myhre, kostja ullmann, björn kjellman",Norway,2021-01-02,2020.0,TV-14,101 min,"Action & Adventure, Comedies, International Movies","When the brakes slam on his wedding, Roy accepts a challenge from a new foe to race for his runaway bride at the iconic Nürburgring track in Germany."
1446,s1447,Movie,Bad Grandpa .5,Jeff Tremaine,"johnny knoxville, jackson nicoll, greg harris, georgina cates, kamber hejlik, jill killington, madison davis, george faughnan, spike jonze, catherine keener",United States,2021-01-01,2014.0,TV-MA,87 min,Comedies,"The geriatric antics of Irving Zisman continue in this next installment of the Jackass franchise, which features unused footage from the first film."
